model	encoder	prefix	source_cell_line	chrom	subgraph_index	negative_type	auc	ap	n_positive	n_negative	n	mean_score
Comprehensive	sage	test	K562	chr22	7	SNS	0.10692682	0.32019087	55904	55904	111808	0.61019186
Comprehensive	sage	test	K562	chr22	8	CNS	0.43985205	0.47276535	55514	55514	111028	0.56447344
Comprehensive	sage	test	K562	chr22	8	MNS	0.16285991	0.33381133	55514	55514	111028	0.59663756
Comprehensive	sage	test	K562	chr22	8	SNS	0.10432925	0.31974196	55514	55514	111028	0.6099885
Comprehensive	sage	test	K562	chrX	0	CNS	0.448467	0.47562806	50088	50088	100176	0.55893998
Comprehensive	sage	test	K562	chrX	0	MNS	0.17672862	0.33765157	50088	50088	100176	0.58657214
Comprehensive	sage	test	K562	chrX	0	SNS	0.10434781	0.319831	50088	50088	100176	0.60305877
Comprehensive	sage	test	K562	chrX	1	CNS	0.45212478	0.47674449	50638	50638	101276	0.56942739
Comprehensive	sage	test	K562	chrX	1	MNS	0.18576819	0.34124017	50638	50638	101276	0.59978057
Comprehensive	sage	test	K562	chrX	1	SNS	0.16358745	0.33364861	50638	50638	101276	0.60451163
Comprehensive	sage	test	K562	chrX	10	CNS	0.44802664	0.47727085	53922	53922	107844	0.56306808
Comprehensive	sage	test	K562	chrX	10	MNS	0.177197	0.33802421	53922	53922	107844	0.59308715
Comprehensive	sage	test	K562	chrX	10	SNS	0.12166064	0.3232507	53922	53922	107844	0.60445886
Comprehensive	sage	test	K562	chrX	11	CNS	0.4630822	0.48476426	29718	29718	59436	0.5487671
Comprehensive	sage	test	K562	chrX	11	MNS	0.20396867	0.34688217	29718	29718	59436	0.56961529
Comprehensive	sage	test	K562	chrX	11	SNS	0.093055793	0.31859501	29718	29718	59436	0.5948374
Comprehensive	sage	test	K562	chrX	12	CNS	0.47014834	0.4911987	19332	19332	38664	0.5409368
Comprehensive	sage	test	K562	chrX	12	MNS	0.25033725	0.3667791	19332	19332	38664	0.55432142
Comprehensive	sage	test	K562	chrX	12	SNS	0.077273199	0.31674744	19332	19332	38664	0.58996382
Comprehensive	sage	test	K562	chrX	13	CNS	0.4532503	0.47718771	52030	52030	104060	0.56237443
Comprehensive	sage	test	K562	chrX	13	MNS	0.18330485	0.34129298	52030	52030	104060	0.59211188
Comprehensive	sage	test	K562	chrX	13	SNS	0.13886191	0.32722469	52030	52030	104060	0.60132229
Comprehensive	sage	test	K562	chrX	14	CNS	0.44583878	0.4754745	54898	54898	109796	0.56337181
Comprehensive	sage	test	K562	chrX	14	MNS	0.17966723	0.33905434	54898	54898	109796	0.59312516
Comprehensive	sage	test	K562	chrX	14	SNS	0.12076091	0.32304852	54898	54898	109796	0.60492908
Comprehensive	sage	test	K562	chrX	15	CNS	0.46241342	0.48410707	45934	45934	91868	0.56643638
Comprehensive	sage	test	K562	chrX	15	MNS	0.20097114	0.34760792	45934	45934	91868	0.59454154
Comprehensive	sage	test	K562	chrX	15	SNS	0.17153825	0.33550222	45934	45934	91868	0.60077205
Comprehensive	sage	test	K562	chrX	16	CNS	0.46509128	0.48682823	39968	39968	79936	0.56533137
Comprehensive	sage	test	K562	chrX	16	MNS	0.19545254	0.34617401	39968	39968	79936	0.59510824
Comprehensive	sage	test	K562	chrX	16	SNS	0.18054299	0.33869185	39968	39968	79936	0.59870687
Comprehensive	sage	test	K562	chrX	17	CNS	0.46888883	0.48988015	37428	37428	74856	0.56230243
Comprehensive	sage	test	K562	chrX	17	MNS	0.19944548	0.34651573	37428	37428	74856	0.59035095
Comprehensive	sage	test	K562	chrX	17	SNS	0.17077625	0.33508908	37428	37428	74856	0.59655961
Comprehensive	sage	test	K562	chrX	18	CNS	0.48162942	0.49524104	30825	30825	61650	0.56069071
Comprehensive	sage	test	K562	chrX	18	MNS	0.18538828	0.34153171	30825	30825	61650	0.59271923
Comprehensive	sage	test	K562	chrX	18	SNS	0.18280113	0.33953697	30825	30825	61650	0.59386814
Comprehensive	sage	test	K562	chrX	19	CNS	0.4613012	0.48171017	42460	42460	84920	0.57045466
Comprehensive	sage	test	K562	chrX	19	MNS	0.20849112	0.35205956	42460	42460	84920	0.59842789
Comprehensive	sage	test	K562	chrX	19	SNS	0.19819738	0.34510104	42460	42460	84920	0.60108542
Comprehensive	sage	test	K562	chrX	2	CNS	0.44661706	0.47516862	56660	56660	113320	0.56310964
Comprehensive	sage	test	K562	chrX	2	MNS	0.17894414	0.33857471	56660	56660	113320	0.59205848
Comprehensive	sage	test	K562	chrX	2	SNS	0.12258575	0.32346834	56660	56660	113320	0.60383052
Comprehensive	sage	test	K562	chrX	20	CNS	0.45549263	0.48082056	50788	50788	101576	0.56002283
Comprehensive	sage	test	K562	chrX	20	MNS	0.18219603	0.34084843	50788	50788	101576	0.58850174
Comprehensive	sage	test	K562	chrX	20	SNS	0.12450782	0.32370186	50788	50788	101576	0.60094172
Comprehensive	sage	test	K562	chrX	21	CNS	0.45761115	0.48164431	50039	50039	100078	0.55844539
Comprehensive	sage	test	K562	chrX	21	MNS	0.17708458	0.33791612	50039	50039	100078	0.58812609
Comprehensive	sage	test	K562	chrX	21	SNS	0.12817389	0.32454499	50039	50039	100078	0.59847698
Comprehensive	sage	test	K562	chrX	22	CNS	0.44381831	0.47013825	54967	54967	109934	0.56781537
Comprehensive	sage	test	K562	chrX	22	MNS	0.18548848	0.34170487	54967	54967	109934	0.59796204
Comprehensive	sage	test	K562	chrX	22	SNS	0.16315902	0.33392079	54967	54967	109934	0.60229142
Comprehensive	sage	test	K562	chrX	23	CNS	0.45310696	0.47797338	51834	51834	103668	0.55611027
Comprehensive	sage	test	K562	chrX	23	MNS	0.16843292	0.33510119	51834	51834	103668	0.58711177
Comprehensive	sage	test	K562	chrX	23	SNS	0.11144339	0.32120411	51834	51834	103668	0.59938953
Comprehensive	sage	test	K562	chrX	24	CNS	0.44907496	0.47303867	53099	53099	106198	0.56113943
Comprehensive	sage	test	K562	chrX	24	MNS	0.18233355	0.34039348	53099	53099	106198	0.59060622
Comprehensive	sage	test	K562	chrX	24	SNS	0.13146342	0.32527308	53099	53099	106198	0.60106446
Comprehensive	sage	test	K562	chrX	25	CNS	0.45180745	0.47499478	47187	47187	94374	0.57163863
Comprehensive	sage	test	K562	chrX	25	MNS	0.19504786	0.3464671	47187	47187	94374	0.60144375
Comprehensive	sage	test	K562	chrX	25	SNS	0.18579204	0.34088376	47187	47187	94374	0.60392062
Comprehensive	sage	test	K562	chrX	26	CNS	0.44244146	0.47164929	58339	58339	116678	0.56406
Comprehensive	sage	test	K562	chrX	26	MNS	0.17547288	0.33849588	58339	58339	116678	0.59464551
Comprehensive	sage	test	K562	chrX	26	SNS	0.12956712	0.32536041	58339	58339	116678	0.6041891
Comprehensive	sage	test	K562	chrX	27	CNS	0.44529906	0.4740501	54185	54185	108370	0.56148656
Comprehensive	sage	test	K562	chrX	27	MNS	0.17746915	0.33830776	54185	54185	108370	0.59067314
Comprehensive	sage	test	K562	chrX	27	SNS	0.12091214	0.32314491	54185	54185	108370	0.60279654
Comprehensive	sage	test	K562	chrX	28	CNS	0.46187824	0.48265568	40118	40118	80236	0.57155301
Comprehensive	sage	test	K562	chrX	28	MNS	0.20765005	0.3506464	40118	40118	80236	0.59971643
Comprehensive	sage	test	K562	chrX	28	SNS	0.19900175	0.34451078	40118	40118	80236	0.60211541
Comprehensive	sage	test	K562	chrX	29	CNS	0.45560133	0.48044134	45195	45195	90390	0.5696996
Comprehensive	sage	test	K562	chrX	29	MNS	0.19743814	0.34639859	45195	45195	90390	0.59828434
Comprehensive	sage	test	K562	chrX	29	SNS	0.17448883	0.33648774	45195	45195	90390	0.6034091
Comprehensive	sage	test	K562	chrX	3	CNS	0.44660753	0.4766271	58765	58765	117530	0.5613012
Comprehensive	sage	test	K562	chrX	3	MNS	0.17277237	0.33653646	58765	58765	117530	0.59084981
Comprehensive	sage	test	K562	chrX	3	SNS	0.11142569	0.32124597	58765	58765	117530	0.60400297
Comprehensive	sage	test	K562	chrX	30	CNS	0.43945835	0.47327931	57089	57089	114178	0.5589116
Comprehensive	sage	test	K562	chrX	30	MNS	0.15707066	0.33152728	57089	57089	114178	0.59017294
Comprehensive	sage	test	K562	chrX	30	SNS	0.086988308	0.31696968	57089	57089	114178	0.60715187
Comprehensive	sage	test	K562	chrX	31	CNS	0.44043999	0.47352675	56907	56907	113814	0.5594246
Comprehensive	sage	test	K562	chrX	31	MNS	0.15816613	0.33215069	56907	56907	113814	0.59084559
Comprehensive	sage	test	K562	chrX	31	SNS	0.086226058	0.31671982	56907	56907	113814	0.60768303
Comprehensive	sage	test	K562	chrX	4	CNS	0.4434352	0.47085354	55777	55777	111554	0.56674766
Comprehensive	sage	test	K562	chrX	4	MNS	0.18533405	0.34191606	55777	55777	111554	0.59580733
Comprehensive	sage	test	K562	chrX	4	SNS	0.14212034	0.32814555	55777	55777	111554	0.60484969
Comprehensive	sage	test	K562	chrX	5	CNS	0.45870988	0.48194507	43965	43965	87930	0.56476603
Comprehensive	sage	test	K562	chrX	5	MNS	0.18678856	0.34204025	43965	43965	87930	0.59501512
Comprehensive	sage	test	K562	chrX	5	SNS	0.16641229	0.33454276	43965	43965	87930	0.59943972
Comprehensive	sage	test	K562	chrX	6	CNS	0.45722236	0.47976355	47533	47533	95066	0.56210899
Comprehensive	sage	test	K562	chrX	6	MNS	0.18643174	0.34200255	47533	47533	95066	0.59150456
Comprehensive	sage	test	K562	chrX	6	SNS	0.15060566	0.32996913	47533	47533	95066	0.59900887
Comprehensive	sage	test	K562	chrX	7	CNS	0.46151832	0.48558062	47637	47637	95274	0.55291355
Comprehensive	sage	test	K562	chrX	7	MNS	0.16011354	0.33214533	47637	47637	95274	0.58471565
Comprehensive	sage	test	K562	chrX	7	SNS	0.10305875	0.3198078	47637	47637	95274	0.59697686
Comprehensive	sage	test	K562	chrX	8	CNS	0.44671019	0.47344931	58367	58367	116734	0.56113045
Comprehensive	sage	test	K562	chrX	8	MNS	0.16974547	0.33640532	58367	58367	116734	0.59264484
Comprehensive	sage	test	K562	chrX	8	SNS	0.12149486	0.32334749	58367	58367	116734	0.60313102
Comprehensive	sage	test	K562	chrX	9	CNS	0.43679363	0.47208766	58552	58552	117104	0.55789942
Comprehensive	sage	test	K562	chrX	9	MNS	0.16769562	0.33438025	58552	58552	117104	0.58667139
Comprehensive	sage	test	K562	chrX	9	SNS	0.091302136	0.31771065	58552	58552	117104	0.60438264
Comprehensive	sage	valid	GM12878	chr13	0	CNS	0.42981132	0.46223299	57728	57728	115456	0.53390848
Comprehensive	sage	valid	GM12878	chr13	0	MNS	0.19241203	0.34028704	57728	57728	115456	0.55159621
Comprehensive	sage	valid	GM12878	chr13	0	SNS	0.05083173	0.31305085	57728	57728	115456	0.58609403
Comprehensive	sage	valid	GM12878	chr13	1	CNS	0.39599128	0.44419371	120737	120737	241474	0.55253102
Comprehensive	sage	valid	GM12878	chr13	1	MNS	0.15583355	0.33206396	120737	120737	241474	0.58014327
Comprehensive	sage	valid	GM12878	chr13	1	SNS	0.094065927	0.31781765	120737	120737	241474	0.5942122
Comprehensive	sage	valid	GM12878	chr13	10	CNS	0.43564544	0.46535235	90593	90593	181186	0.54513609
Comprehensive	sage	valid	GM12878	chr13	10	MNS	0.15198323	0.33043967	90593	90593	181186	0.57495718
Comprehensive	sage	valid	GM12878	chr13	10	SNS	0.10289357	0.3195576	90593	90593	181186	0.58567389
Comprehensive	sage	valid	GM12878	chr13	11	CNS	0.40207207	0.44684346	111617	111617	223234	0.55487066
Comprehensive	sage	valid	GM12878	chr13	11	MNS	0.16548911	0.33487782	111617	111617	223234	0.58124826
Comprehensive	sage	valid	GM12878	chr13	11	SNS	0.11354942	0.32151702	111617	111617	223234	0.59269061
Comprehensive	sage	valid	GM12878	chr13	12	CNS	0.40814449	0.44971398	118623	118623	237246	0.54953357
Comprehensive	sage	valid	GM12878	chr13	12	MNS	0.15390624	0.33157174	118623	118623	237246	0.57707111
Comprehensive	sage	valid	GM12878	chr13	12	SNS	0.091822788	0.31753829	118623	118623	237246	0.59149845
Comprehensive	sage	valid	GM12878	chr13	13	CNS	0.42606243	0.45969691	93904	93904	187808	0.55526663
Comprehensive	sage	valid	GM12878	chr13	13	MNS	0.17361555	0.33813123	93904	93904	187808	0.58322238
Comprehensive	sage	valid	GM12878	chr13	13	SNS	0.13752046	0.32730765	93904	93904	187808	0.59047101
Comprehensive	sage	valid	GM12878	chr13	14	CNS	0.42296795	0.45703108	89961	89961	179922	0.5607926
Comprehensive	sage	valid	GM12878	chr13	14	MNS	0.18817922	0.34360601	89961	89961	179922	0.58696266
Comprehensive	sage	valid	GM12878	chr13	14	SNS	0.15993209	0.33299796	89961	89961	179922	0.59277095
Comprehensive	sage	valid	GM12878	chr13	15	CNS	0.41074895	0.45032632	108393	108393	216786	0.55528724
Comprehensive	sage	valid	GM12878	chr13	15	MNS	0.16539535	0.33535451	108393	108393	216786	0.58339602
Comprehensive	sage	valid	GM12878	chr13	15	SNS	0.12109807	0.32327513	108393	108393	216786	0.59300519
Comprehensive	sage	valid	GM12878	chr13	16	CNS	0.39814329	0.44777209	122279	122279	244558	0.5530725
Comprehensive	sage	valid	GM12878	chr13	16	MNS	0.16015331	0.33386396	122279	122279	244558	0.57965681
Comprehensive	sage	valid	GM12878	chr13	16	SNS	0.096352658	0.31827799	122279	122279	244558	0.59463038
Comprehensive	sage	valid	GM12878	chr13	17	CNS	0.40816741	0.45160474	110680	110680	221360	0.55556589
Comprehensive	sage	valid	GM12878	chr13	17	MNS	0.16639348	0.33484951	110680	110680	221360	0.58280452
Comprehensive	sage	valid	GM12878	chr13	17	SNS	0.11739899	0.32234169	110680	110680	221360	0.59339124
Comprehensive	sage	valid	GM12878	chr13	18	CNS	0.42108701	0.45784056	105055	105055	210110	0.54872357
Comprehensive	sage	valid	GM12878	chr13	18	MNS	0.14992632	0.33008201	105055	105055	210110	0.57804439
Comprehensive	sage	valid	GM12878	chr13	18	SNS	0.099509993	0.31894559	105055	105055	210110	0.59000022
Comprehensive	sage	valid	GM12878	chr13	19	CNS	0.40540807	0.4495142	97053	97053	194106	0.55125049
Comprehensive	sage	valid	GM12878	chr13	19	MNS	0.1489951	0.32977323	97053	97053	194106	0.58049748
Comprehensive	sage	valid	GM12878	chr13	19	SNS	0.090563324	0.31714829	97053	97053	194106	0.59358949
Comprehensive	sage	valid	GM12878	chr13	2	CNS	0.38308861	0.43856449	129325	129325	258650	0.55745687
Comprehensive	sage	valid	GM12878	chr13	2	MNS	0.15945825	0.33315253	129325	129325	258650	0.58440708
Comprehensive	sage	valid	GM12878	chr13	2	SNS	0.098245308	0.31857804	129325	129325	258650	0.59830179
Comprehensive	sage	valid	GM12878	chr13	3	CNS	0.39656762	0.44526168	120273	120273	240546	0.55771444
Comprehensive	sage	valid	GM12878	chr13	3	MNS	0.17251618	0.33795012	120273	120273	240546	0.58327604
Comprehensive	sage	valid	GM12878	chr13	3	SNS	0.11294398	0.32144907	120273	120273	240546	0.5965453
Comprehensive	sage	valid	GM12878	chr13	4	CNS	0.40739882	0.45153917	115589	115589	231178	0.55085622
Comprehensive	sage	valid	GM12878	chr13	4	MNS	0.14954103	0.32970668	115589	115589	231178	0.58028642
Comprehensive	sage	valid	GM12878	chr13	4	SNS	0.094794597	0.31826145	115589	115589	231178	0.59272198
Comprehensive	sage	valid	GM12878	chr13	5	CNS	0.3846093	0.43811524	132737	132737	265474	0.55558716
Comprehensive	sage	valid	GM12878	chr13	5	MNS	0.1558512	0.33250926	132737	132737	265474	0.58293812
Comprehensive	sage	valid	GM12878	chr13	5	SNS	0.09529393	0.3181393	132737	132737	265474	0.59728698
Comprehensive	sage	valid	GM12878	chr13	6	CNS	0.389697	0.44171693	127126	127126	254252	0.55327281
Comprehensive	sage	valid	GM12878	chr13	6	MNS	0.15384728	0.33148969	127126	127126	254252	0.580929
Comprehensive	sage	valid	GM12878	chr13	6	SNS	0.092925671	0.31777689	127126	127126	254252	0.59507709
Comprehensive	sage	valid	GM12878	chr13	7	CNS	0.41946221	0.45946271	97200	97200	194400	0.5442259
Comprehensive	sage	valid	GM12878	chr13	7	MNS	0.14213298	0.32765503	97200	97200	194400	0.57477541
Comprehensive	sage	valid	GM12878	chr13	7	SNS	0.085578631	0.31690408	97200	97200	194400	0.58761249
Comprehensive	sage	valid	GM12878	chr13	8	CNS	0.42459659	0.45948076	99161	99161	198322	0.55026916
Comprehensive	sage	valid	GM12878	chr13	8	MNS	0.16404097	0.33425431	99161	99161	198322	0.5781044
Comprehensive	sage	valid	GM12878	chr13	8	SNS	0.1130367	0.32149167	99161	99161	198322	0.5894096
Comprehensive	sage	valid	GM12878	chr13	9	CNS	0.42637023	0.45928304	90884	90884	181768	0.5557358
Comprehensive	sage	valid	GM12878	chr13	9	MNS	0.17423446	0.33769532	90884	90884	181768	0.58328585
Comprehensive	sage	valid	GM12878	chr13	9	SNS	0.13806413	0.32684411	90884	90884	181768	0.59075674
Comprehensive	sage	valid	GM12878	chr15	0	CNS	0.44285021	0.46793501	10399	10399	20798	0.5395
Comprehensive	sage	valid	GM12878	chr15	0	MNS	0.23138966	0.35336246	10399	10399	20798	0.55607794
Comprehensive	sage	valid	GM12878	chr15	0	SNS	0.1017516	0.32047978	10399	10399	20798	0.57783247
Comprehensive	sage	valid	GM12878	chr15	1	CNS	0.40876037	0.45178238	87018	87018	174036	0.56326033
Comprehensive	sage	valid	GM12878	chr15	1	MNS	0.19882089	0.34611579	87018	87018	174036	0.58517504
Comprehensive	sage	valid	GM12878	chr15	1	SNS	0.13989661	0.32701737	87018	87018	174036	0.59813841
Comprehensive	sage	valid	GM12878	chr15	10	CNS	0.3926888	0.44394782	127385	127385	254770	0.55515701
Comprehensive	sage	valid	GM12878	chr15	10	MNS	0.15254558	0.33087503	127385	127385	254770	0.58327119
Comprehensive	sage	valid	GM12878	chr15	10	SNS	0.089584312	0.317154	127385	127385	254770	0.59805477
Comprehensive	sage	valid	GM12878	chr15	11	CNS	0.39228888	0.44428226	129900	129900	259800	0.55078074
Comprehensive	sage	valid	GM12878	chr15	11	MNS	0.14509757	0.32907672	129900	129900	259800	0.57983927
Comprehensive	sage	valid	GM12878	chr15	11	SNS	0.074344985	0.31462341	129900	129900	259800	0.59710315
Comprehensive	sage	valid	GM12878	chr15	12	CNS	0.38665273	0.44224226	126170	126170	252340	0.55144479
Comprehensive	sage	valid	GM12878	chr15	12	MNS	0.14466946	0.32862805	126170	126170	252340	0.57925595
Comprehensive	sage	valid	GM12878	chr15	12	SNS	0.076167077	0.31498719	126170	126170	252340	0.59618288
Comprehensive	sage	valid	GM12878	chr15	13	CNS	0.40503714	0.44962901	105922	105922	211844	0.54852579
Comprehensive	sage	valid	GM12878	chr15	13	MNS	0.15057959	0.33037047	105922	105922	211844	0.57698134
Comprehensive	sage	valid	GM12878	chr15	13	SNS	0.080784763	0.31544741	105922	105922	211844	0.59321131
Comprehensive	sage	valid	GM12878	chr15	14	CNS	0.40900062	0.45055391	119161	119161	238322	0.54571459
Comprehensive	sage	valid	GM12878	chr15	14	MNS	0.14494384	0.32927707	119161	119161	238322	0.57365249
Comprehensive	sage	valid	GM12878	chr15	14	SNS	0.070730026	0.3140651	119161	119161	238322	0.59289513
Comprehensive	sage	valid	GM12878	chr15	15	CNS	0.40524811	0.45101714	114627	114627	229254	0.55401891
Comprehensive	sage	valid	GM12878	chr15	15	MNS	0.15392255	0.33099856	114627	114627	229254	0.5826657
Comprehensive	sage	valid	GM12878	chr15	15	SNS	0.10198148	0.31952203	114627	114627	229254	0.59408725
Comprehensive	sage	valid	GM12878	chr15	16	CNS	0.41015832	0.45279007	108728	108728	217456	0.54797986
Comprehensive	sage	valid	GM12878	chr15	16	MNS	0.15455937	0.3314638	108728	108728	217456	0.57515966
Comprehensive	sage	valid	GM12878	chr15	16	SNS	0.086801264	0.316672	108728	108728	217456	0.59149478
Comprehensive	sage	valid	GM12878	chr15	2	CNS	0.4243126	0.45936755	84810	84810	169620	0.54672837
Comprehensive	sage	valid	GM12878	chr15	2	MNS	0.14620151	0.32882508	84810	84810	169620	0.57815245
Comprehensive	sage	valid	GM12878	chr15	2	SNS	0.081843615	0.31575	84810	84810	169620	0.59169974
Comprehensive	sage	valid	GM12878	chr15	3	CNS	0.40177692	0.44910757	108841	108841	217682	0.55041188
Comprehensive	sage	valid	GM12878	chr15	3	MNS	0.16118235	0.33336795	108841	108841	217682	0.57616475
Comprehensive	sage	valid	GM12878	chr15	3	SNS	0.08653846	0.31674975	108841	108841	217682	0.59392022
Comprehensive	sage	valid	GM12878	chr15	4	CNS	0.4003713	0.44839098	126480	126480	252960	0.54384908
Comprehensive	sage	valid	GM12878	chr15	4	MNS	0.13558464	0.32625241	126480	126480	252960	0.57291169
Comprehensive	sage	valid	GM12878	chr15	4	SNS	0.060564327	0.3132256	126480	126480	252960	0.59254387
Comprehensive	sage	valid	GM12878	chr15	5	CNS	0.40492337	0.44909023	127200	127200	254400	0.54114267
Comprehensive	sage	valid	GM12878	chr15	5	MNS	0.13507765	0.32612495	127200	127200	254400	0.56958782
Comprehensive	sage	valid	GM12878	chr15	5	SNS	0.05743596	0.31287972	127200	127200	254400	0.59017308
Comprehensive	sage	valid	GM12878	chr15	6	CNS	0.39240721	0.44317759	125620	125620	251240	0.55120173
Comprehensive	sage	valid	GM12878	chr15	6	MNS	0.15466753	0.33105546	125620	125620	251240	0.57781899
Comprehensive	sage	valid	GM12878	chr15	6	SNS	0.086974828	0.31677445	125620	125620	251240	0.59379646
Comprehensive	sage	valid	GM12878	chr15	7	CNS	0.40280672	0.44423284	120436	120436	240872	0.55103547
Comprehensive	sage	valid	GM12878	chr15	7	MNS	0.15315809	0.33159656	120436	120436	240872	0.57952901
Comprehensive	sage	valid	GM12878	chr15	7	SNS	0.094860484	0.31804611	120436	120436	240872	0.59300904
Comprehensive	sage	valid	GM12878	chr15	8	CNS	0.38709154	0.4411964	128991	128991	257982	0.55509242
Comprehensive	sage	valid	GM12878	chr15	8	MNS	0.15677484	0.3322082	128991	128991	257982	0.58154345
Comprehensive	sage	valid	GM12878	chr15	8	SNS	0.090309562	0.31718847	128991	128991	257982	0.59734558
Comprehensive	sage	valid	GM12878	chr15	9	CNS	0.38789732	0.44211993	137226	137226	274452	0.5483996
Comprehensive	sage	valid	GM12878	chr15	9	MNS	0.14622107	0.32932775	137226	137226	274452	0.57567011
Comprehensive	sage	valid	GM12878	chr15	9	SNS	0.067520955	0.31377409	137226	137226	274452	0.59612781
Comprehensive	sage	valid	K562	chr13	0	CNS	0.45674545	0.48064375	31484	31484	62968	0.54169944
Comprehensive	sage	valid	K562	chr13	0	MNS	0.17375271	0.3352084	31484	31484	62968	0.56625541
Comprehensive	sage	valid	K562	chr13	0	SNS	0.06403232	0.31465281	31484	31484	62968	0.5929794
Comprehensive	sage	valid	K562	chr13	1	CNS	0.44674889	0.47617529	54743	54743	109486	0.56197919
Comprehensive	sage	valid	K562	chr13	1	MNS	0.17058269	0.33588022	54743	54743	109486	0.59267609
Comprehensive	sage	valid	K562	chr13	1	SNS	0.11797404	0.32250682	54743	54743	109486	0.60371706
Comprehensive	sage	valid	K562	chr13	10	CNS	0.46568587	0.48516577	42763	42763	85526	0.55950763
Comprehensive	sage	valid	K562	chr13	10	MNS	0.18409372	0.34058819	42763	42763	85526	0.5893872
Comprehensive	sage	valid	K562	chr13	10	SNS	0.15131321	0.32993771	42763	42763	85526	0.59647384
Comprehensive	sage	valid	K562	chr13	11	CNS	0.45529743	0.48055201	48745	48745	97490	0.56099285
Comprehensive	sage	valid	K562	chr13	11	MNS	0.18218	0.34007041	48745	48745	97490	0.59025747
Comprehensive	sage	valid	K562	chr13	11	SNS	0.13940604	0.32715996	48745	48745	97490	0.59928655
Comprehensive	sage	valid	K562	chr13	12	CNS	0.44421964	0.47249552	60400	60400	120800	0.55206711
Comprehensive	sage	valid	K562	chr13	12	MNS	0.16354212	0.33351804	60400	60400	120800	0.58429962
Comprehensive	sage	valid	K562	chr13	12	SNS	0.10991689	0.32091579	60400	60400	120800	0.59372397
Comprehensive	sage	valid	K562	chr13	13	CNS	0.46306422	0.4835303	40805	40805	81610	0.57410019
Comprehensive	sage	valid	K562	chr13	13	MNS	0.21294152	0.35323987	40805	40805	81610	0.60219444
Comprehensive	sage	valid	K562	chr13	13	SNS	0.21126671	0.34958382	40805	40805	81610	0.60330784
Comprehensive	sage	valid	K562	chr13	14	CNS	0.42011131	0.45227489	94269	94269	188538	0.55146849
Comprehensive	sage	valid	K562	chr13	14	MNS	0.23694433	0.35490976	94269	94269	188538	0.57356823
Comprehensive	sage	valid	K562	chr13	14	SNS	0.11653306	0.32281061	94269	94269	188538	0.58997838
Comprehensive	sage	valid	K562	chr13	15	CNS	0.39471394	0.43997013	120682	120682	241364	0.55847548
Comprehensive	sage	valid	K562	chr13	15	MNS	0.1893742	0.34006306	120682	120682	241364	0.58243682
Comprehensive	sage	valid	K562	chr13	15	SNS	0.10895863	0.32096095	120682	120682	241364	0.5965636
Comprehensive	sage	valid	K562	chr13	16	CNS	0.44679161	0.4776219	60231	60231	120462	0.55978853
Comprehensive	sage	valid	K562	chr13	16	MNS	0.16861298	0.3354972	60231	60231	120462	0.58934259
Comprehensive	sage	valid	K562	chr13	16	SNS	0.10170516	0.31939071	60231	60231	120462	0.60433873
Comprehensive	sage	valid	K562	chr13	17	CNS	0.45519968	0.47884986	46647	46647	93294	0.56715449
Comprehensive	sage	valid	K562	chr13	17	MNS	0.19146025	0.34392346	46647	46647	93294	0.59650611
Comprehensive	sage	valid	K562	chr13	17	SNS	0.16748174	0.33498534	46647	46647	93294	0.60148688
Comprehensive	sage	valid	K562	chr13	18	CNS	0.45059116	0.47933308	54650	54650	109300	0.55844147
Comprehensive	sage	valid	K562	chr13	18	MNS	0.17515058	0.33783855	54650	54650	109300	0.58827285
Comprehensive	sage	valid	K562	chr13	18	SNS	0.12160216	0.32326081	54650	54650	109300	0.60021626
Comprehensive	sage	valid	K562	chr13	19	CNS	0.4404977	0.47440827	52386	52386	104772	0.56206494
Comprehensive	sage	valid	K562	chr13	19	MNS	0.15818473	0.33197631	52386	52386	104772	0.59354021
Comprehensive	sage	valid	K562	chr13	19	SNS	0.096336875	0.31833122	52386	52386	104772	0.6076408
Comprehensive	sage	valid	K562	chr13	2	CNS	0.44070457	0.47289582	59262	59262	118524	0.56560153
Comprehensive	sage	valid	K562	chr13	2	MNS	0.1782271	0.33857803	59262	59262	118524	0.59484514
Comprehensive	sage	valid	K562	chr13	2	SNS	0.11686858	0.32225915	59262	59262	118524	0.60778968
Comprehensive	sage	valid	K562	chr13	3	CNS	0.45033868	0.47730463	49979	49979	99958	0.56759441
Comprehensive	sage	valid	K562	chr13	3	MNS	0.19471593	0.34541362	49979	49979	99958	0.59599
Comprehensive	sage	valid	K562	chr13	3	SNS	0.15051332	0.33023578	49979	49979	99958	0.60489835
Comprehensive	sage	valid	K562	chr13	4	CNS	0.45131551	0.47767681	53455	53455	106910	0.56457989
Comprehensive	sage	valid	K562	chr13	4	MNS	0.17947808	0.33955784	53455	53455	106910	0.59506039
Comprehensive	sage	valid	K562	chr13	4	SNS	0.13715664	0.32699331	53455	53455	106910	0.60388678
Comprehensive	sage	valid	K562	chr13	5	CNS	0.44203599	0.47263517	59872	59872	119744	0.56172768
Comprehensive	sage	valid	K562	chr13	5	MNS	0.17215729	0.33698678	59872	59872	119744	0.59235898
Comprehensive	sage	valid	K562	chr13	5	SNS	0.11542479	0.32202903	59872	59872	119744	0.60445487
Comprehensive	sage	valid	K562	chr13	6	CNS	0.44582906	0.47367645	57751	57751	115502	0.56042565
Comprehensive	sage	valid	K562	chr13	6	MNS	0.1732969	0.33711295	57751	57751	115502	0.59046629
