image_name,pixel_coords
chr_15_52,"(0, 37)"
chr_15_52,"(185, 196)"
chr_15_52,"(0, 37)"
chr_15_52,"(37, 93)"
chr_15_52,"(144, 196)"
chr_15_52,"(17, 93)"
chr_15_52,"(37, 51)"
chr_15_52,"(185, 196)"
chr_15_52,"(110, 144)"
chr_15_52,"(0, 37)"
chr_15_52,"(164, 196)"
chr_15_52,"(164, 181)"
chr_15_52,"(105, 144)"
chr_15_52,"(181, 196)"
chr_15_52,"(33, 196)"
chr_15_52,"(185, 196)"
chr_15_52,"(33, 51)"
chr_15_52,"(185, 196)"
chr_15_52,"(37, 196)"
chr_15_52,"(0, 33)"
chr_15_52,"(0, 44)"
chr_15_52,"(33, 58)"
chr_15_52,"(0, 33)"
chr_15_52,"(33, 144)"
chr_15_52,"(0, 93)"
chr_15_52,"(144, 185)"
chr_15_52,"(17, 196)"
chr_15_52,"(17, 33)"
chr_15_52,"(0, 33)"
chr_15_53,"(118, 180)"
chr_15_53,"(87, 129)"
chr_15_53,"(136, 180)"
chr_15_53,"(46, 101)"
chr_15_53,"(101, 129)"
chr_15_53,"(87, 180)"
chr_15_53,"(136, 161)"
chr_15_53,"(12, 46)"
chr_15_53,"(180, 196)"
chr_15_53,"(66, 129)"
chr_15_53,"(66, 83)"
chr_15_53,"(180, 196)"
chr_15_53,"(7, 46)"
chr_15_53,"(83, 180)"
chr_15_53,"(0, 101)"
chr_15_53,"(87, 101)"
chr_15_53,"(87, 136)"
chr_15_53,"(0, 101)"
chr_15_53,"(180, 196)"
chr_15_53,"(0, 46)"
chr_15_53,"(46, 87)"
chr_15_53,"(118, 161)"
chr_15_53,"(0, 101)"
chr_15_53,"(180, 196)"
chr_15_53,"(172, 196)"
chr_15_53,"(172, 196)"
chr_15_54,"(20, 82)"
chr_15_54,"(136, 196)"
chr_15_54,"(0, 31)"
chr_15_54,"(38, 82)"
chr_15_54,"(0, 3)"
chr_15_54,"(3, 31)"
chr_15_54,"(0, 82)"
chr_15_54,"(38, 63)"
chr_15_54,"(183, 196)"
chr_15_54,"(82, 180)"
chr_15_54,"(0, 31)"
chr_15_54,"(82, 192)"
chr_15_54,"(0, 82)"
chr_15_54,"(108, 192)"
chr_15_54,"(0, 3)"
chr_15_54,"(0, 3)"
chr_15_54,"(0, 38)"
chr_15_54,"(0, 3)"
chr_15_54,"(82, 187)"
chr_15_54,"(187, 196)"
chr_15_54,"(187, 196)"
chr_15_54,"(192, 196)"
chr_15_54,"(20, 63)"
chr_15_54,"(0, 3)"
chr_15_54,"(82, 132)"
chr_15_54,"(74, 180)"
chr_15_54,"(74, 183)"
chr_15_55,"(38, 100)"
chr_15_55,"(135, 159)"
chr_15_55,"(85, 194)"
chr_15_55,"(0, 82)"
chr_15_55,"(0, 94)"
chr_15_55,"(104, 182)"
chr_15_55,"(112, 196)"
chr_15_55,"(10, 94)"
chr_15_55,"(0, 89)"
chr_15_55,"(155, 171)"
chr_15_55,"(89, 182)"
chr_15_55,"(89, 177)"
chr_15_55,"(94, 167)"
chr_15_55,"(0, 34)"
chr_15_55,"(0, 82)"
chr_15_55,"(100, 196)"
chr_15_55,"(0, 85)"
chr_15_56,"(0, 2)"
chr_15_56,"(187, 196)"
chr_15_56,"(37, 61)"
chr_15_56,"(0, 96)"
chr_15_56,"(187, 196)"
chr_15_56,"(117, 160)"
chr_15_56,"(117, 154)"
chr_15_56,"(6, 84)"
chr_15_56,"(14, 154)"
chr_15_56,"(160, 196)"
chr_15_56,"(57, 73)"
chr_15_56,"(167, 196)"
chr_15_56,"(174, 196)"
chr_15_56,"(0, 84)"
chr_15_56,"(0, 79)"
chr_15_56,"(0, 69)"
chr_15_56,"(117, 164)"
chr_15_56,"(160, 196)"
chr_15_56,"(2, 142)"
chr_15_57,"(157, 196)"
chr_15_57,"(157, 196)"
chr_15_57,"(192, 196)"
chr_15_57,"(192, 196)"
chr_15_57,"(173, 196)"
chr_15_57,"(192, 196)"
chr_15_57,"(89, 157)"
chr_15_57,"(137, 157)"
chr_15_57,"(157, 196)"
chr_15_57,"(89, 196)"
chr_15_57,"(19, 62)"
chr_15_57,"(19, 56)"
chr_15_57,"(108, 196)"
chr_15_57,"(108, 157)"
chr_15_57,"(0, 56)"
chr_15_57,"(111, 157)"
chr_15_57,"(111, 196)"
chr_15_57,"(62, 120)"
chr_15_57,"(69, 120)"
chr_15_57,"(76, 111)"
chr_15_57,"(157, 196)"
chr_15_57,"(19, 66)"
chr_15_57,"(173, 196)"
chr_15_57,"(192, 196)"
chr_15_57,"(62, 111)"
chr_15_57,"(0, 44)"
chr_15_58,"(59, 148)"
chr_15_58,"(59, 168)"
chr_15_58,"(94, 148)"
chr_15_58,"(94, 168)"
chr_15_58,"(75, 148)"
chr_15_58,"(168, 196)"
chr_15_58,"(148, 196)"
chr_15_58,"(94, 136)"
chr_15_58,"(0, 59)"
chr_15_58,"(39, 59)"
chr_15_58,"(188, 196)"
chr_15_58,"(188, 196)"
chr_15_58,"(59, 196)"
chr_15_58,"(0, 148)"
chr_15_58,"(188, 196)"
chr_15_58,"(10, 136)"
chr_15_58,"(10, 59)"
chr_15_58,"(13, 59)"
chr_15_58,"(13, 148)"
chr_15_58,"(128, 148)"
chr_15_58,"(0, 22)"
chr_15_58,"(0, 22)"
chr_15_58,"(0, 13)"
chr_15_58,"(168, 188)"
chr_15_58,"(59, 106)"
chr_15_58,"(179, 196)"
chr_15_58,"(136, 188)"
chr_15_58,"(75, 168)"
chr_15_58,"(94, 128)"
chr_15_58,"(0, 13)"
chr_15_59,"(0, 50)"
chr_15_59,"(136, 196)"
chr_15_59,"(0, 70)"
chr_15_59,"(0, 50)"
chr_15_59,"(0, 70)"
chr_15_59,"(0, 50)"
chr_15_59,"(100, 122)"
chr_15_59,"(70, 136)"
chr_15_59,"(50, 136)"
chr_15_59,"(0, 38)"
chr_15_59,"(90, 191)"
chr_15_59,"(90, 103)"
chr_15_59,"(0, 136)"
chr_15_59,"(0, 50)"
chr_15_59,"(90, 136)"
chr_15_59,"(0, 38)"
chr_15_59,"(103, 196)"
chr_15_59,"(100, 136)"
chr_15_59,"(136, 191)"
chr_15_59,"(0, 50)"
chr_15_59,"(30, 50)"
chr_15_59,"(136, 196)"
chr_15_59,"(70, 90)"
chr_15_59,"(0, 8)"
chr_15_59,"(81, 103)"
chr_15_59,"(103, 122)"
chr_15_59,"(38, 90)"
chr_15_59,"(0, 70)"
chr_15_59,"(122, 136)"
chr_15_59,"(176, 196)"
chr_15_59,"(0, 30)"
chr_15_59,"(136, 196)"
chr_15_59,"(136, 173)"
chr_15_60,"(187, 196)"
chr_15_60,"(38, 111)"
chr_15_60,"(132, 187)"
chr_15_60,"(2, 24)"
chr_15_60,"(0, 38)"
chr_15_60,"(0, 38)"
chr_15_60,"(184, 196)"
chr_15_60,"(184, 196)"
chr_15_60,"(132, 184)"
chr_15_60,"(111, 132)"
chr_15_60,"(184, 196)"
chr_15_60,"(0, 93)"
chr_15_60,"(0, 5)"
chr_15_60,"(0, 38)"
chr_15_60,"(168, 187)"
chr_15_60,"(168, 184)"
chr_15_60,"(184, 196)"
chr_15_60,"(0, 38)"
chr_15_60,"(5, 103)"
chr_15_60,"(111, 168)"
chr_15_60,"(2, 38)"
chr_15_60,"(38, 93)"
chr_15_60,"(38, 196)"
chr_15_60,"(132, 168)"
chr_15_60,"(168, 196)"
chr_15_60,"(187, 196)"
chr_15_60,"(0, 5)"
chr_15_60,"(103, 168)"
chr_15_60,"(5, 24)"
chr_15_60,"(24, 38)"
chr_15_60,"(106, 168)"
chr_15_60,"(78, 168)"
chr_15_60,"(38, 103)"
chr_15_60,"(132, 160)"
chr_15_60,"(38, 75)"
chr_15_61,"(89, 155)"
chr_15_61,"(0, 13)"
chr_15_61,"(168, 196)"
chr_15_61,"(109, 196)"
chr_15_61,"(155, 196)"
chr_15_61,"(168, 196)"
chr_15_61,"(34, 89)"
chr_15_61,"(155, 196)"
chr_15_61,"(155, 196)"
chr_15_61,"(86, 155)"
chr_15_61,"(86, 138)"
chr_15_61,"(34, 86)"
chr_15_61,"(13, 34)"
chr_15_61,"(86, 196)"
chr_15_61,"(70, 89)"
chr_15_61,"(168, 179)"
chr_15_61,"(70, 86)"
chr_15_61,"(86, 179)"
chr_15_61,"(0, 5)"
chr_15_61,"(109, 155)"
chr_15_61,"(155, 179)"
chr_15_61,"(13, 70)"
chr_15_61,"(168, 196)"
chr_15_61,"(187, 196)"
chr_15_61,"(0, 138)"
chr_15_61,"(34, 70)"
chr_15_61,"(70, 155)"
chr_15_61,"(89, 196)"
chr_15_61,"(5, 70)"
chr_15_61,"(101, 138)"
chr_15_61,"(8, 70)"
chr_15_61,"(0, 70)"
chr_15_61,"(0, 5)"
chr_15_61,"(34, 62)"
chr_15_62,"(0, 57)"
chr_15_62,"(70, 196)"
chr_15_62,"(11, 163)"
chr_15_62,"(136, 196)"
chr_15_62,"(57, 117)"
chr_15_62,"(70, 117)"
chr_15_62,"(57, 196)"
chr_15_62,"(57, 196)"
chr_15_62,"(0, 57)"
chr_15_62,"(0, 40)"
chr_15_62,"(0, 117)"
chr_15_62,"(70, 81)"
chr_15_62,"(0, 81)"
chr_15_62,"(158, 196)"
chr_15_62,"(11, 57)"
chr_15_62,"(57, 81)"
chr_15_62,"(70, 148)"
chr_15_62,"(89, 196)"
chr_15_62,"(0, 40)"
chr_15_62,"(0, 57)"
chr_15_62,"(0, 117)"
chr_15_62,"(3, 40)"
chr_15_62,"(182, 196)"
chr_15_63,"(0, 109)"
chr_15_63,"(0, 65)"
chr_15_63,"(38, 109)"
chr_15_63,"(0, 19)"
chr_15_63,"(131, 196)"
chr_15_63,"(0, 19)"
chr_15_63,"(0, 109)"
chr_15_63,"(0, 120)"
chr_15_63,"(103, 170)"
chr_15_63,"(0, 19)"
chr_15_63,"(109, 131)"
chr_15_63,"(192, 196)"
chr_15_63,"(60, 109)"
chr_15_63,"(161, 196)"
chr_15_63,"(0, 50)"
chr_15_63,"(170, 196)"
chr_15_63,"(0, 109)"
chr_15_63,"(103, 131)"
chr_15_63,"(0, 19)"
chr_15_63,"(84, 109)"
chr_15_64,"(0, 11)"
chr_15_64,"(0, 11)"
chr_15_64,"(33, 137)"
chr_15_64,"(0, 11)"
chr_15_64,"(124, 171)"
chr_15_64,"(171, 196)"
chr_15_64,"(0, 22)"
chr_15_64,"(186, 196)"
chr_15_64,"(5, 72)"
chr_15_64,"(137, 171)"
chr_15_64,"(137, 155)"
chr_15_64,"(11, 33)"
chr_15_64,"(155, 196)"
chr_15_64,"(124, 186)"
chr_15_64,"(94, 137)"
chr_15_64,"(121, 186)"
chr_15_64,"(0, 11)"
chr_15_64,"(171, 186)"
chr_15_64,"(137, 177)"
chr_15_64,"(186, 196)"
chr_15_64,"(121, 171)"
chr_15_64,"(186, 196)"
chr_15_64,"(63, 171)"
chr_15_64,"(155, 171)"
chr_15_64,"(72, 111)"
chr_15_64,"(0, 11)"
chr_15_64,"(171, 196)"
chr_15_64,"(167, 196)"
chr_15_64,"(167, 186)"
chr_15_64,"(98, 137)"
chr_15_64,"(5, 33)"
chr_15_64,"(155, 196)"
chr_15_64,"(186, 196)"
chr_15_64,"(137, 186)"
chr_15_64,"(167, 196)"
chr_15_64,"(171, 196)"
chr_15_64,"(104, 137)"
chr_15_64,"(111, 196)"
chr_15_64,"(121, 196)"
chr_15_64,"(0, 11)"
chr_15_64,"(137, 196)"
chr_15_64,"(111, 137)"
chr_15_65,"(144, 196)"
chr_15_65,"(135, 196)"
chr_15_65,"(0, 39)"
chr_15_65,"(144, 196)"
chr_15_65,"(164, 196)"
chr_15_65,"(135, 196)"
chr_15_65,"(167, 196)"
chr_15_65,"(164, 196)"
chr_15_65,"(167, 196)"
chr_15_65,"(26, 73)"
chr_15_65,"(73, 196)"
chr_15_65,"(88, 167)"
chr_15_65,"(118, 135)"
chr_15_65,"(144, 196)"
chr_15_65,"(39, 73)"
chr_15_65,"(39, 57)"
chr_15_65,"(144, 167)"
chr_15_65,"(57, 135)"
chr_15_65,"(26, 88)"
chr_15_65,"(0, 39)"
chr_15_65,"(23, 88)"
chr_15_65,"(164, 196)"
chr_15_65,"(73, 88)"
chr_15_65,"(135, 167)"
chr_15_65,"(103, 118)"
chr_15_65,"(39, 79)"
chr_15_65,"(88, 196)"
chr_15_65,"(23, 73)"
chr_15_65,"(88, 103)"
chr_15_65,"(0, 73)"
chr_15_65,"(118, 196)"
chr_15_65,"(57, 73)"
chr_15_65,"(103, 135)"
chr_15_65,"(0, 13)"
chr_15_65,"(73, 196)"
chr_15_65,"(135, 196)"
chr_15_65,"(69, 196)"
chr_15_65,"(69, 88)"
chr_15_65,"(0, 39)"
chr_15_65,"(144, 179)"
chr_15_65,"(57, 196)"
chr_15_65,"(144, 164)"
chr_15_65,"(88, 196)"
chr_15_65,"(39, 88)"
chr_15_65,"(118, 196)"
chr_15_65,"(69, 135)"
chr_15_65,"(73, 135)"
chr_15_65,"(6, 39)"
chr_15_65,"(135, 196)"
chr_15_65,"(144, 196)"
chr_15_65,"(13, 144)"
chr_15_65,"(23, 144)"
chr_15_65,"(39, 144)"
chr_15_65,"(13, 39)"
chr_15_66,"(121, 182)"
chr_15_66,"(46, 103)"
chr_15_66,"(37, 103)"
chr_15_66,"(188, 196)"
chr_15_66,"(155, 196)"
chr_15_66,"(46, 98)"
chr_15_66,"(160, 196)"
chr_15_66,"(66, 103)"
chr_15_66,"(37, 133)"
chr_15_66,"(69, 98)"
chr_15_66,"(66, 98)"
chr_15_66,"(69, 103)"
chr_15_66,"(0, 103)"
chr_15_66,"(0, 69)"
chr_15_66,"(98, 160)"
chr_15_66,"(98, 133)"
chr_15_66,"(103, 121)"
chr_15_66,"(20, 37)"
chr_15_66,"(46, 133)"
chr_15_66,"(103, 133)"
chr_15_66,"(98, 141)"
chr_15_66,"(170, 196)"
chr_15_66,"(46, 69)"
chr_15_66,"(0, 37)"
chr_15_66,"(66, 160)"
chr_15_66,"(37, 69)"
chr_15_66,"(5, 20)"
chr_15_66,"(0, 133)"
chr_15_66,"(0, 5)"
chr_15_66,"(129, 160)"
chr_15_66,"(20, 191)"
chr_15_66,"(98, 121)"
chr_15_66,"(141, 160)"
chr_15_66,"(5, 37)"
chr_15_66,"(0, 129)"
chr_15_66,"(37, 98)"
chr_15_66,"(0, 133)"
chr_15_66,"(133, 160)"
chr_15_66,"(46, 81)"
chr_15_66,"(0, 103)"
chr_15_66,"(46, 66)"
chr_15_66,"(0, 129)"
chr_15_66,"(129, 196)"
chr_15_66,"(20, 133)"
chr_15_66,"(0, 37)"
chr_15_66,"(121, 191)"
chr_15_66,"(160, 196)"
chr_15_66,"(0, 37)"
chr_15_66,"(37, 141)"
chr_15_66,"(129, 196)"
chr_15_66,"(46, 182)"
chr_15_66,"(0, 46)"
chr_15_66,"(0, 46)"
chr_15_66,"(0, 46)"
chr_15_66,"(133, 170)"
chr_15_67,"(23, 84)"
chr_15_67,"(0, 5)"
chr_15_67,"(0, 5)"
chr_15_67,"(90, 182)"
chr_15_67,"(57, 182)"
chr_15_67,"(62, 182)"
chr_15_67,"(0, 5)"
chr_15_67,"(0, 35)"
chr_15_67,"(0, 5)"
chr_15_67,"(0, 5)"
chr_15_67,"(0, 62)"
chr_15_67,"(0, 35)"
chr_15_67,"(5, 23)"
chr_15_67,"(192, 196)"
chr_15_67,"(182, 196)"
chr_15_67,"(0, 35)"
chr_15_67,"(5, 35)"
chr_15_67,"(0, 43)"
chr_15_67,"(72, 182)"
chr_15_67,"(0, 62)"
chr_15_67,"(182, 196)"
chr_15_67,"(182, 196)"
chr_15_67,"(0, 35)"
chr_15_67,"(182, 196)"
chr_15_67,"(31, 62)"
chr_15_67,"(0, 93)"
chr_15_67,"(0, 23)"
chr_15_67,"(43, 62)"
chr_15_67,"(0, 31)"
chr_15_67,"(0, 35)"
chr_15_67,"(35, 62)"
chr_15_67,"(0, 5)"
chr_15_67,"(0, 31)"
chr_15_67,"(31, 182)"
chr_15_67,"(0, 35)"
chr_15_67,"(23, 93)"
chr_15_67,"(62, 192)"
chr_15_67,"(0, 43)"
chr_15_67,"(31, 192)"
chr_15_67,"(0, 84)"
chr_15_67,"(35, 72)"
chr_15_68,"(154, 196)"
chr_15_68,"(154, 196)"
chr_15_68,"(0, 84)"
chr_15_68,"(0, 84)"
chr_15_68,"(192, 196)"
chr_15_68,"(165, 196)"
chr_15_68,"(0, 84)"
chr_15_68,"(149, 165)"
chr_15_68,"(179, 196)"
chr_15_68,"(154, 196)"
chr_15_68,"(192, 196)"
chr_15_68,"(179, 196)"
chr_15_68,"(94, 112)"
chr_15_68,"(84, 149)"
chr_15_68,"(179, 196)"
chr_15_68,"(0, 84)"
chr_15_68,"(158, 196)"
chr_15_68,"(84, 185)"
chr_15_68,"(84, 196)"
chr_15_68,"(154, 196)"
chr_15_68,"(84, 179)"
chr_15_68,"(185, 196)"
chr_15_68,"(165, 196)"
chr_15_68,"(154, 196)"
chr_15_68,"(158, 196)"
chr_15_68,"(149, 192)"
chr_15_68,"(0, 84)"
chr_15_68,"(0, 94)"
chr_15_68,"(0, 94)"
chr_15_69,"(56, 192)"
chr_15_69,"(120, 192)"
chr_15_69,"(56, 159)"
chr_15_69,"(159, 196)"
chr_15_69,"(168, 196)"
chr_15_69,"(120, 168)"
chr_15_69,"(94, 176)"
chr_15_69,"(120, 164)"
chr_15_69,"(67, 120)"
chr_15_69,"(120, 176)"
chr_15_69,"(51, 67)"
chr_15_69,"(81, 120)"
chr_15_69,"(159, 196)"
chr_15_69,"(168, 196)"
chr_15_69,"(56, 164)"
chr_15_69,"(94, 159)"
chr_15_69,"(120, 159)"
chr_15_69,"(81, 141)"
chr_15_69,"(0, 14)"
chr_15_69,"(0, 51)"
chr_15_69,"(188, 196)"
chr_15_69,"(81, 113)"
chr_15_69,"(60, 164)"
chr_15_69,"(159, 176)"
chr_15_69,"(120, 141)"
chr_15_69,"(0, 87)"
chr_15_69,"(0, 141)"
chr_15_69,"(56, 152)"
chr_15_69,"(0, 81)"
chr_15_69,"(87, 159)"
chr_15_69,"(183, 196)"
chr_15_69,"(67, 159)"
chr_15_69,"(56, 176)"
chr_15_69,"(113, 152)"
chr_15_69,"(60, 159)"
chr_15_69,"(51, 94)"
chr_15_69,"(159, 192)"
chr_15_69,"(168, 192)"
chr_15_69,"(120, 134)"
chr_15_69,"(113, 176)"
chr_15_69,"(183, 196)"
chr_15_69,"(188, 196)"
chr_15_69,"(183, 196)"
chr_15_69,"(113, 159)"
chr_15_70,"(0, 94)"
chr_15_70,"(22, 94)"
chr_15_70,"(0, 61)"
chr_15_70,"(61, 162)"
chr_15_70,"(70, 165)"
chr_15_70,"(22, 70)"
chr_15_70,"(0, 78)"
chr_15_70,"(22, 66)"
chr_15_70,"(0, 22)"
chr_15_70,"(22, 78)"
chr_15_70,"(0, 22)"
chr_15_70,"(61, 131)"
chr_15_70,"(70, 131)"
chr_15_70,"(131, 196)"
chr_15_70,"(0, 66)"
chr_15_70,"(0, 61)"
chr_15_70,"(22, 61)"
chr_15_70,"(0, 43)"
chr_15_70,"(90, 131)"
chr_15_70,"(0, 15)"
chr_15_70,"(187, 196)"
chr_15_70,"(0, 66)"
chr_15_70,"(61, 78)"
chr_15_70,"(22, 43)"
chr_15_70,"(0, 43)"
chr_15_70,"(0, 54)"
chr_15_70,"(0, 61)"
chr_15_70,"(85, 131)"
chr_15_70,"(0, 61)"
chr_15_70,"(0, 78)"
chr_15_70,"(15, 54)"
chr_15_70,"(0, 61)"
chr_15_70,"(107, 131)"
chr_15_70,"(187, 196)"
chr_15_70,"(61, 94)"
chr_15_70,"(70, 94)"
chr_15_70,"(22, 36)"
chr_15_70,"(15, 78)"
chr_15_70,"(85, 187)"
chr_15_70,"(90, 111)"
chr_15_70,"(85, 177)"
chr_15_70,"(15, 61)"
chr_15_70,"(162, 177)"
chr_15_70,"(177, 196)"
chr_15_70,"(162, 196)"
chr_15_71,"(0, 64)"
chr_15_71,"(0, 67)"
chr_15_71,"(0, 33)"
chr_15_71,"(0, 33)"
chr_15_71,"(33, 117)"
chr_15_71,"(137, 195)"
chr_15_71,"(150, 195)"
chr_15_71,"(0, 33)"
chr_15_71,"(89, 137)"
chr_15_71,"(137, 196)"
chr_15_71,"(112, 195)"
chr_15_71,"(112, 137)"
chr_15_71,"(150, 196)"
chr_15_71,"(112, 155)"
chr_15_71,"(0, 33)"
chr_15_71,"(9, 33)"
chr_15_71,"(89, 117)"
chr_15_71,"(0, 89)"
chr_15_71,"(0, 13)"
chr_15_71,"(0, 79)"
chr_15_71,"(159, 196)"
chr_15_71,"(159, 195)"
chr_15_71,"(137, 196)"
chr_15_71,"(64, 79)"
chr_15_71,"(79, 150)"
chr_15_71,"(195, 196)"
chr_15_71,"(150, 196)"
chr_15_71,"(64, 166)"
chr_15_72,"(124, 196)"
chr_15_72,"(0, 19)"
chr_15_72,"(39, 97)"
chr_15_72,"(52, 97)"
chr_15_72,"(124, 196)"
chr_15_72,"(0, 39)"
chr_15_72,"(39, 107)"
chr_15_72,"(14, 97)"
chr_15_72,"(14, 39)"
chr_15_72,"(52, 110)"
chr_15_72,"(124, 172)"
chr_15_72,"(124, 155)"
chr_15_72,"(14, 57)"
chr_15_72,"(179, 196)"
chr_15_72,"(0, 19)"
chr_15_72,"(155, 172)"
chr_15_72,"(61, 107)"
chr_15_72,"(61, 97)"
chr_15_72,"(39, 110)"
chr_15_72,"(179, 196)"
chr_15_72,"(0, 52)"
chr_15_72,"(97, 196)"
chr_15_72,"(52, 107)"
chr_15_72,"(0, 68)"
chr_15_73,"(26, 115)"
chr_15_73,"(115, 161)"
chr_15_73,"(161, 196)"
chr_15_73,"(26, 131)"
chr_15_73,"(0, 9)"
chr_15_73,"(115, 173)"
chr_15_73,"(0, 12)"
chr_15_73,"(26, 74)"
chr_15_73,"(26, 57)"
chr_15_73,"(115, 196)"
chr_15_73,"(115, 176)"
chr_15_73,"(81, 124)"
chr_15_73,"(156, 196)"
chr_15_73,"(173, 196)"
chr_15_73,"(57, 74)"
chr_15_73,"(0, 9)"
chr_15_73,"(0, 12)"
chr_15_73,"(81, 115)"
chr_15_73,"(0, 124)"
chr_15_73,"(0, 9)"
chr_15_74,"(0, 17)"
chr_15_74,"(168, 196)"
chr_15_74,"(17, 63)"
chr_15_74,"(63, 126)"
chr_15_74,"(0, 33)"
chr_15_74,"(152, 196)"
chr_15_74,"(126, 155)"
chr_15_74,"(152, 196)"
chr_15_74,"(17, 75)"
chr_15_74,"(179, 194)"
chr_15_74,"(17, 132)"
chr_15_74,"(165, 194)"
chr_15_74,"(17, 78)"
chr_15_74,"(0, 26)"
chr_15_74,"(58, 126)"
chr_15_74,"(75, 126)"
chr_15_74,"(168, 196)"
chr_15_74,"(155, 196)"
chr_15_74,"(0, 17)"
chr_15_74,"(0, 26)"
chr_15_75,"(70, 141)"
chr_15_75,"(0, 28)"
chr_15_75,"(54, 134)"
chr_15_75,"(28, 57)"
chr_15_75,"(54, 141)"
chr_15_75,"(81, 96)"
chr_15_75,"(0, 34)"
chr_15_75,"(67, 96)"
chr_15_75,"(99, 141)"
chr_15_75,"(0, 28)"
chr_15_75,"(0, 28)"
chr_15_75,"(70, 134)"
chr_15_75,"(57, 141)"
chr_15_75,"(119, 141)"
chr_15_76,"(0, 43)"
chr_15_76,"(112, 172)"
chr_15_76,"(146, 196)"
chr_15_76,"(112, 153)"
chr_15_76,"(112, 127)"
chr_15_76,"(178, 196)"
chr_15_76,"(153, 172)"
chr_15_76,"(172, 196)"
chr_15_76,"(0, 36)"
chr_15_76,"(141, 172)"
chr_15_76,"(172, 196)"
chr_15_76,"(141, 196)"
chr_15_76,"(146, 172)"
chr_15_76,"(146, 196)"
chr_15_76,"(0, 43)"
chr_15_76,"(127, 153)"
chr_15_76,"(112, 146)"
chr_15_76,"(178, 196)"
chr_15_76,"(127, 196)"
chr_15_76,"(146, 196)"
chr_15_76,"(1, 43)"
chr_15_76,"(0, 36)"
chr_15_76,"(141, 196)"
chr_15_76,"(0, 43)"
chr_15_76,"(127, 146)"
chr_15_76,"(141, 196)"
chr_15_76,"(172, 196)"
chr_15_76,"(21, 43)"
chr_15_76,"(146, 196)"
chr_15_77,"(167, 196)"
chr_15_77,"(167, 196)"
chr_15_77,"(146, 196)"
chr_15_77,"(14, 74)"
chr_15_77,"(48, 146)"
chr_15_77,"(14, 55)"
chr_15_77,"(14, 29)"
chr_15_77,"(80, 122)"
chr_15_77,"(55, 74)"
chr_15_77,"(74, 136)"
chr_15_77,"(43, 74)"
chr_15_77,"(74, 122)"
chr_15_77,"(43, 136)"
chr_15_77,"(48, 74)"
chr_15_77,"(48, 167)"
chr_15_77,"(29, 55)"
chr_15_77,"(170, 186)"
chr_15_77,"(131, 170)"
chr_15_77,"(14, 48)"
chr_15_77,"(80, 146)"
chr_15_77,"(29, 98)"
chr_15_77,"(48, 170)"
chr_15_77,"(146, 167)"
chr_15_77,"(131, 146)"
chr_15_77,"(43, 170)"
chr_15_77,"(131, 167)"
chr_15_77,"(29, 48)"
chr_15_77,"(146, 170)"
chr_15_77,"(43, 167)"
chr_15_77,"(74, 146)"
chr_15_77,"(167, 193)"
chr_15_77,"(48, 136)"
chr_15_77,"(170, 193)"
chr_15_78,"(161, 196)"
chr_15_78,"(126, 196)"
chr_15_78,"(69, 161)"
chr_15_78,"(69, 196)"
chr_15_78,"(48, 150)"
chr_15_78,"(138, 196)"
chr_15_78,"(0, 48)"
chr_15_78,"(173, 196)"
chr_15_78,"(0, 24)"
chr_15_78,"(0, 38)"
chr_15_78,"(0, 24)"
chr_15_78,"(0, 38)"
chr_15_78,"(0, 69)"
chr_15_78,"(72, 88)"
chr_15_78,"(33, 72)"
chr_15_78,"(0, 48)"
chr_15_78,"(0, 72)"
chr_15_78,"(48, 69)"
chr_15_78,"(161, 196)"
chr_15_78,"(161, 196)"
chr_15_78,"(109, 150)"
chr_15_78,"(33, 48)"
chr_15_78,"(0, 72)"
chr_15_78,"(33, 69)"
chr_15_78,"(48, 72)"
chr_15_78,"(0, 69)"
chr_15_78,"(150, 196)"
chr_15_78,"(0, 48)"
chr_15_78,"(69, 95)"
chr_15_78,"(0, 38)"
chr_15_78,"(72, 95)"
chr_15_79,"(63, 112)"
chr_15_79,"(28, 112)"
chr_15_79,"(0, 63)"
chr_15_79,"(0, 120)"
chr_15_79,"(0, 52)"
chr_15_79,"(40, 112)"
chr_15_79,"(145, 182)"
chr_15_79,"(186, 196)"
chr_15_79,"(75, 112)"
chr_15_79,"(167, 186)"
chr_15_79,"(112, 145)"
chr_15_79,"(145, 186)"
chr_15_79,"(120, 145)"
chr_15_79,"(63, 120)"
chr_15_79,"(63, 145)"
chr_15_79,"(167, 182)"
chr_15_79,"(145, 167)"
chr_15_79,"(11, 52)"
chr_15_79,"(112, 196)"
chr_15_79,"(52, 182)"
chr_15_80,"(0, 14)"
chr_15_80,"(0, 14)"
chr_15_80,"(0, 22)"
chr_15_80,"(173, 196)"
chr_15_80,"(0, 14)"
chr_15_80,"(185, 196)"
chr_15_80,"(185, 196)"
chr_15_80,"(47, 84)"
chr_15_80,"(88, 100)"
chr_15_80,"(185, 196)"
chr_15_80,"(0, 14)"
chr_15_80,"(100, 117)"
chr_15_80,"(145, 163)"
chr_15_80,"(69, 88)"
chr_15_80,"(14, 47)"
chr_15_80,"(47, 88)"
chr_15_80,"(22, 47)"
chr_15_80,"(0, 22)"
chr_15_80,"(0, 47)"
chr_15_80,"(69, 84)"
chr_15_80,"(117, 133)"
chr_15_80,"(47, 69)"
chr_15_80,"(14, 145)"
chr_15_80,"(133, 163)"
chr_15_80,"(0, 84)"
chr_15_80,"(133, 145)"
